Employee_Id,Full_Name,Age,Education_Level,Hire_Date,Exit_Date,Department,Job_Role,Job_Level,Employment_Type,Base_Salary_Annual,Store_Location,Store_Location_Latitude,Store_Location_Longitude,Store_Id,Manager_Id,Manager_Name,Manager_Status,Is_Active,Tenure_Days,Exit_YearMonth,Age_Group
EMP003888,Kristina Monroe,47,High School,2012-01-04,,Logistics/Warehousing,Stock Clerk,Entry,Full-time,28354.14,Charlotte,35.2271,-80.8431,STR025,EMP003781,Devin Mayer,Manager,True,4745,,Gen X
EMP003889,Joseph Schaefer,38,Some College,2021-08-28,,Logistics/Warehousing,Stock Clerk,Entry,Full-time,28298.21,Louisville,38.2527,-85.7585,STR047,EMP003856,Tiffany Phillips,Manager,True,1221,,Millennial
EMP003890,Kyle Garza,33,Some College,2021-06-25,,Logistics/Warehousing,Warehouse Worker,Associate,Part-time,19703.12,Baltimore,39.2904,-76.6122,STR095,EMP003891,Tiffany Johnston,Manager,True,1285,,Millennial
EMP003891,Tiffany Johnston,31,Bachelor's,2016-04-27,,Logistics/Warehousing,Warehouse Manager,Manager,Part-time,46543.16,Jacksonville,30.3322,-81.6557,STR029,EMP003994,Patricia Hale,Senior Manager,True,3170,,Millennial
EMP003892,Phillip Ward,28,Bachelor's,2017-08-05,,Logistics/Warehousing,Warehouse Manager,Manager,Full-time,70938.82,Columbus,39.9612,-82.9988,STR079,EMP003552,Elizabeth Miller,Senior Manager,True,2705,,Millennial
EMP003893,Stephanie Fisher,39,Some College,2014-01-04,,Logistics/Warehousing,Stock Clerk,Entry,Full-time,28774.38,Memphis,35.1495,-90.049,STR037,EMP003892,Phillip Ward,Manager,True,4014,,Millennial
EMP003894,Patrick Reed,39,Some College,2021-09-09,,Logistics/Warehousing,Warehouse Worker,Associate,Full-time,33141.49,Baltimore,39.2904,-76.6122,STR023,EMP004184,Mr. Don Flores,Manager,True,1209,,Millennial
EMP003895,Sarah Berry,24,Master's,2021-12-11,,Logistics/Warehousing,Warehouse Worker,Associate,Full-time,36777.96,Seattle,47.6062,-122.3321,STR041,EMP003940,Victoria Marshall,Executive,True,1116,,Gen Z
EMP003896,Teresa Li,36,High School,2016-01-18,,Logistics/Warehousing,Senior Warehouse Worker,Senior_Associate,Part-time,28420.24,Columbus,39.9612,-82.9988,STR039,EMP003098,Jenna Garcia,Senior Manager,True,3270,,Millennial
EMP003897,Paula Caldwell,36,Bachelor's,2021-02-16,,Logistics/Warehousing,Warehouse Worker,Associate,Full-time,29757.24,San Diego,32.7157,-117.1611,STR092,EMP003215,Susan May,Senior Manager,True,1414,,Millennial
EMP003898,Keith Johnson,34,High School,2016-03-22,,Logistics/Warehousing,Stock Clerk,Entry,Full-time,30329.3,Portland,45.5152,-122.6784,STR101,EMP003552,Elizabeth Miller,Senior Manager,True,3206,,Millennial
EMP003899,Annette Knapp,35,Some College,2021-09-21,2024-07-13,Logistics/Warehousing,Senior Warehouse Worker,Senior_Associate,Part-time,25862.67,Fort Worth,32.7555,-97.3308,STR028,EMP003994,Patricia Hale,Senior Manager,False,1026,2024-07,Millennial
EMP003900,Monica Atkinson,31,Bachelor's,2020-08-02,,Logistics/Warehousing,Stock Clerk,Entry,Part-time,18268.0,Los Angeles,34.0522,-118.2437,STR148,EMP003554,Michael Singleton,Manager,True,1612,,Millennial
EMP003901,Robert Cooper,31,Some College,2019-09-29,,Logistics/Warehousing,Senior Warehouse Worker,Senior_Associate,Full-time,41469.53,Jacksonville,30.3322,-81.6557,STR066,EMP003586,Stephen Parks,Manager,True,1920,,Millennial
EMP003902,Danielle Griffin,30,Master's,2019-05-14,,Logistics/Warehousing,Stock Clerk,Entry,Full-time,25790.4,Charlotte,35.2271,-80.8431,STR104,EMP003693,Shelia Waller,Manager,True,2058,,Millennial
EMP003903,Jimmy Ritter,28,High School,2021-06-16,2023-11-06,Logistics/Warehousing,Senior Warehouse Worker,Senior_Associate,Seasonal,19490.36,Phoenix,33.4484,-112.074,STR130,EMP003781,Devin Mayer,Manager,False,873,2023-11,Millennial
EMP003904,Riley Clark,29,High School,2020-08-01,,Logistics/Warehousing,Stock Clerk,Entry,Seasonal,9804.68,Detroit,42.3314,-83.0458,STR123,EMP003856,Tiffany Phillips,Manager,True,1613,,Millennial
EMP003905,Kimberly Morris,28,Bachelor's,2020-05-20,,Logistics/Warehousing,Senior Warehouse Worker,Senior_Associate,Part-time,28597.91,Nashville,36.1627,-86.7816,STR110,EMP003891,Tiffany Johnston,Manager,True,1686,,Millennial
EMP003906,Gregory Ochoa,26,Bachelor's,2020-01-16,,Logistics/Warehousing,Warehouse Worker,Associate,Full-time,33808.25,Austin,30.2672,-97.7431,STR034,EMP003892,Phillip Ward,Manager,True,1811,,Millennial
EMP003907,Shannon Cook,23,Some College,2019-04-04,,Logistics/Warehousing,Warehouse Worker,Associate,Full-time,34169.15,Seattle,47.6062,-122.3321,STR104,EMP004184,Mr. Don Flores,Manager,True,2098,,Gen Z
EMP003908,Natalie Huff,33,Bachelor's,2021-03-10,,Logistics/Warehousing,Senior Warehouse Worker,Senior_Associate,Full-time,39627.02,Chicago,41.8781,-87.6298,STR009,EMP003940,Victoria Marshall,Executive,True,1392,,Millennial
EMP003909,Ronald Garcia,35,High School,2018-08-16,2022-01-20,Logistics/Warehousing,Warehouse Worker,Associate,Full-time,34876.51,Louisville,38.2527,-85.7585,STR105,EMP003098,Jenna Garcia,Senior Manager,False,1253,2022-01,Millennial
EMP003910,Margaret Edwards,33,Some College,2021-04-14,,Logistics/Warehousing,Stock Clerk,Entry,Full-time,25252.11,Nashville,36.1627,-86.7816,STR079,EMP003892,Phillip Ward,Manager,True,1357,,Millennial
EMP003911,Cody Reyes III,35,High School,2018-11-07,,Logistics/Warehousing,Stock Clerk,Entry,Full-time,22392.69,Baltimore,39.2904,-76.6122,STR057,EMP003215,Susan May,Senior Manager,True,2246,,Millennial
EMP003912,Heather Shaffer,28,High School,2020-02-28,,Logistics/Warehousing,Stock Clerk,Entry,Full-time,24719.99,Philadelphia,39.9526,-75.1652,STR001,EMP003552,Elizabeth Miller,Senior Manager,True,1768,,Millennial
EMP003913,Nicole Chung,48,High School,2021-08-03,,Logistics/Warehousing,Warehouse Worker,Associate,Full-time,28076.55,Baltimore,39.2904,-76.6122,STR148,EMP003994,Patricia Hale,Senior Manager,True,1246,,Gen X
EMP003914,Brian Perkins,32,Bachelor's,2020-12-06,,Logistics/Warehousing,Warehouse Worker,Associate,Part-time,23844.15,Austin,30.2672,-97.7431,STR147,EMP003554,Michael Singleton,Manager,True,1486,,Millennial
EMP003915,Melody Castro,33,Bachelor's,2017-01-05,,Logistics/Warehousing,Stock Clerk,Entry,Part-time,18994.48,Dallas,32.7767,-96.797,STR116,EMP003586,Stephen Parks,Manager,True,2917,,Millennial
EMP003916,Kimberly Sanders,27,High School,2017-01-02,,Logistics/Warehousing,Stock Clerk,Entry,Full-time,25951.55,San Diego,32.7157,-117.1611,STR048,EMP003693,Shelia Waller,Manager,True,2920,,Millennial
EMP003917,Christina Davis,26,High School,2020-06-07,,Logistics/Warehousing,Stock Clerk,Entry,Part-time,17570.23,Portland,45.5152,-122.6784,STR051,EMP003781,Devin Mayer,Manager,True,1668,,Millennial
EMP003918,Sherri Sullivan,39,Some College,2020-04-18,,Logistics/Warehousing,Stock Clerk,Entry,Full-time,25458.06,Chicago,41.8781,-87.6298,STR039,EMP003856,Tiffany Phillips,Manager,True,1718,,Millennial
EMP003919,Mike Patel,35,High School,2021-11-30,,Logistics/Warehousing,Stock Clerk,Entry,Full-time,28710.93,Charlotte,35.2271,-80.8431,STR069,EMP004184,Mr. Don Flores,Manager,True,1127,,Millennial
EMP003920,Thomas Garcia,29,Bachelor's,2017-03-21,,Logistics/Warehousing,Warehouse Worker,Associate,Part-time,22599.1,Philadelphia,39.9526,-75.1652,STR078,EMP003891,Tiffany Johnston,Manager,True,2842,,Millennial
EMP003921,Robin Clay,33,High School,2015-02-05,,Logistics/Warehousing,Stock Clerk,Entry,Part-time,18880.54,Houston,29.7604,-95.3698,STR089,EMP003940,Victoria Marshall,Executive,True,3617,,Millennial
EMP003922,Kelly Miller,31,Bachelor's,2021-04-23,,Logistics/Warehousing,Stock Clerk,Entry,Full-time,26002.12,Denver,39.7392,-104.9903,STR074,EMP003098,Jenna Garcia,Senior Manager,True,1348,,Millennial
EMP003923,Mrs. Amanda Kelley DDS,25,PhD,2017-01-15,,Logistics/Warehousing,Stock Clerk,Entry,Full-time,29832.98,Phoenix,33.4484,-112.074,STR039,EMP003215,Susan May,Senior Manager,True,2907,,Gen Z
EMP003924,Johnny Whitaker,38,High School,2021-07-23,2023-05-05,Logistics/Warehousing,Stock Clerk,Entry,Full-time,24659.28,Louisville,38.2527,-85.7585,STR062,EMP003552,Elizabeth Miller,Senior Manager,False,651,2023-05,Millennial
EMP003925,Mrs. Courtney Wong,32,Some College,2021-05-19,,Logistics/Warehousing,Senior Warehouse Worker,Senior_Associate,Full-time,49854.98,New York,40.7128,-74.006,STR041,EMP003994,Patricia Hale,Senior Manager,True,1322,,Millennial
EMP003926,Adam Sanchez,25,Some College,2021-12-16,,Logistics/Warehousing,Stock Clerk,Entry,Part-time,13354.62,Fort Worth,32.7555,-97.3308,STR077,EMP003554,Michael Singleton,Manager,True,1111,,Gen Z
EMP003927,Logan Massey,44,High School,2018-10-23,,Logistics/Warehousing,Stock Clerk,Entry,Full-time,28035.29,Chicago,41.8781,-87.6298,STR021,EMP003586,Stephen Parks,Manager,True,2261,,Gen X
EMP003928,Juan Carroll,39,High School,2021-11-30,,Logistics/Warehousing,Stock Clerk,Entry,Full-time,28595.06,San Jose,37.3382,-121.8863,STR085,EMP003693,Shelia Waller,Manager,True,1127,,Millennial
EMP003929,Ryan Carpenter,27,High School,2018-07-28,2023-07-09,Logistics/Warehousing,Stock Clerk,Entry,Contractor,31768.5,San Antonio,29.4241,-98.4936,STR047,EMP003781,Devin Mayer,Manager,False,1807,2023-07,Millennial
EMP003930,Stacy Werner,28,Some College,2019-03-01,,Logistics/Warehousing,Senior Warehouse Worker,Senior_Associate,Full-time,36805.81,San Jose,37.3382,-121.8863,STR146,EMP003856,Tiffany Phillips,Manager,True,2132,,Millennial
EMP003931,Michelle Holden,22,PhD,2020-06-16,,Logistics/Warehousing,Stock Clerk,Entry,Seasonal,12554.12,Philadelphia,39.9526,-75.1652,STR130,EMP003891,Tiffany Johnston,Manager,True,1659,,Gen Z
EMP003932,Deborah Wood,40,Bachelor's,2020-10-18,2024-02-17,Logistics/Warehousing,Stock Clerk,Entry,Contractor,26193.02,New York,40.7128,-74.006,STR033,EMP003892,Phillip Ward,Manager,False,1217,2024-02,Millennial
EMP003933,Taylor Flores,25,Bachelor's,2017-01-14,,Logistics/Warehousing,Stock Clerk,Entry,Full-time,28227.53,Dallas,32.7767,-96.797,STR148,EMP004184,Mr. Don Flores,Manager,True,2908,,Gen Z
EMP003934,Tyler Taylor,29,Master's,2021-01-18,,Logistics/Warehousing,Senior Warehouse Worker,Senior_Associate,Full-time,38340.14,Baltimore,39.2904,-76.6122,STR124,EMP003940,Victoria Marshall,Executive,True,1443,,Millennial
EMP003935,Victoria Wright,43,High School,2013-11-27,2017-05-13,Logistics/Warehousing,Stock Clerk,Entry,Full-time,25072.16,Charlotte,35.2271,-80.8431,STR092,EMP003098,Jenna Garcia,Senior Manager,False,1263,2017-05,Gen X
EMP003936,Betty Pollard,43,Some College,2016-11-07,2017-07-03,Logistics/Warehousing,Warehouse Worker,Associate,Seasonal,13823.0,Columbus,39.9612,-82.9988,STR043,EMP003215,Susan May,Senior Manager,False,238,2017-07,Gen X
EMP003937,Katie Alvarez,34,High School,2021-07-30,,Logistics/Warehousing,Stock Clerk,Entry,Part-time,15703.16,Fort Worth,32.7555,-97.3308,STR033,EMP003552,Elizabeth Miller,Senior Manager,True,1250,,Millennial
EMP003938,Robert Munoz,35,High School,2021-03-12,,Logistics/Warehousing,Stock Clerk,Entry,Full-time,23602.26,Nashville,36.1627,-86.7816,STR053,EMP003994,Patricia Hale,Senior Manager,True,1390,,Millennial
EMP003939,Michelle Newman,41,Master's,2020-09-22,,Logistics/Warehousing,Stock Clerk,Entry,Part-time,14225.62,Los Angeles,34.0522,-118.2437,STR003,EMP003693,Shelia Waller,Manager,True,1561,,Gen X
EMP003940,Victoria Marshall,29,Some College,2020-01-19,,Logistics/Warehousing,Vice President,Executive,Full-time,153451.58,Memphis,35.1495,-90.049,STR075,BOD,BOD,Active,True,1808,,Millennial
EMP003941,Amy Montgomery,21,Master's,2021-01-13,2024-09-28,Logistics/Warehousing,Warehouse Worker,Associate,Contractor,40796.14,Jacksonville,30.3322,-81.6557,STR049,EMP003554,Michael Singleton,Manager,False,1354,2024-09,Gen Z
EMP003942,Jeffrey Benton Jr.,26,High School,2021-02-12,2023-08-29,Logistics/Warehousing,Warehouse Worker,Associate,Full-time,38775.58,Portland,45.5152,-122.6784,STR116,EMP003586,Stephen Parks,Manager,False,928,2023-08,Millennial
EMP003943,Kristin Brown,23,High School,2021-03-18,2023-05-26,Logistics/Warehousing,Stock Clerk,Entry,Part-time,13704.77,Boston,42.3601,-71.0589,STR032,EMP003781,Devin Mayer,Manager,False,799,2023-05,Gen Z
EMP003944,Sean Hernandez,28,Some College,2021-11-29,2024-12-26,Logistics/Warehousing,Stock Clerk,Entry,Seasonal,10372.42,Phoenix,33.4484,-112.074,STR049,EMP003856,Tiffany Phillips,Manager,False,1123,2024-12,Millennial
EMP003945,Ana Higgins,30,High School,2021-05-25,,Logistics/Warehousing,Stock Clerk,Entry,Full-time,23002.46,San Jose,37.3382,-121.8863,STR002,EMP003891,Tiffany Johnston,Manager,True,1316,,Millennial
EMP003946,Theresa Luna,23,High School,2019-06-02,,Logistics/Warehousing,Stock Clerk,Entry,Full-time,22165.92,Memphis,35.1495,-90.049,STR129,EMP003892,Phillip Ward,Manager,True,2039,,Gen Z
EMP003947,Katherine Padilla,25,High School,2021-03-21,2023-03-26,Logistics/Warehousing,Stock Clerk,Entry,Full-time,28617.19,Dallas,32.7767,-96.797,STR072,EMP004184,Mr. Don Flores,Manager,False,735,2023-03,Gen Z
EMP003948,Victoria Lewis,30,Bachelor's,2016-10-17,,Logistics/Warehousing,Stock Clerk,Entry,Full-time,28024.49,San Jose,37.3382,-121.8863,STR069,EMP003586,Stephen Parks,Manager,True,2997,,Millennial
EMP003949,Joshua Leonard,25,Some College,2021-11-22,,Logistics/Warehousing,Warehouse Worker,Associate,Full-time,29956.23,Boston,42.3601,-71.0589,STR040,EMP003940,Victoria Marshall,Executive,True,1135,,Gen Z
EMP003950,Kelly Liu,34,High School,2021-01-21,,Logistics/Warehousing,Stock Clerk,Entry,Full-time,24338.13,Seattle,47.6062,-122.3321,STR110,EMP003098,Jenna Garcia,Senior Manager,True,1440,,Millennial
EMP003951,Brianna Ryan,24,Bachelor's,2021-10-22,,Logistics/Warehousing,Stock Clerk,Entry,Full-time,22237.08,Boston,42.3601,-71.0589,STR026,EMP003215,Susan May,Senior Manager,True,1166,,Gen Z
EMP003952,Emily Smith,31,Some College,2020-09-23,,Logistics/Warehousing,Stock Clerk,Entry,Full-time,30349.47,Columbus,39.9612,-82.9988,STR093,EMP003552,Elizabeth Miller,Senior Manager,True,1560,,Millennial
EMP003953,Michelle Howard,30,PhD,2021-05-24,,Logistics/Warehousing,Warehouse Supervisor,Supervisor,Full-time,59544.43,Portland,45.5152,-122.6784,STR130,EMP003994,Patricia Hale,Senior Manager,True,1317,,Millennial
EMP003954,William Austin,40,High School,2020-09-06,,Logistics/Warehousing,Warehouse Supervisor,Supervisor,Full-time,44438.27,Detroit,42.3314,-83.0458,STR041,EMP003554,Michael Singleton,Manager,True,1577,,Millennial
EMP003955,Monica Oconnor,37,High School,2021-06-03,,Logistics/Warehousing,Stock Clerk,Entry,Full-time,24314.75,Nashville,36.1627,-86.7816,STR146,EMP003693,Shelia Waller,Manager,True,1307,,Millennial
EMP003956,Kyle Blake,46,Bachelor's,2017-03-17,,Logistics/Warehousing,Stock Clerk,Entry,Full-time,30684.1,Las Vegas,36.1699,-115.1398,STR149,EMP003781,Devin Mayer,Manager,True,2846,,Gen X
EMP003957,Christopher Banks,30,High School,2021-02-05,2022-11-15,Logistics/Warehousing,Stock Clerk,Entry,Full-time,31264.64,Memphis,35.1495,-90.049,STR018,EMP003856,Tiffany Phillips,Manager,False,648,2022-11,Millennial
EMP003958,Bryan Davis DVM,33,High School,2017-09-02,2020-06-08,Logistics/Warehousing,Stock Clerk,Entry,Full-time,26196.27,Nashville,36.1627,-86.7816,STR109,EMP003554,Michael Singleton,Manager,False,1010,2020-06,Millennial
EMP003959,Tiffany Hughes,33,High School,2018-11-01,,Logistics/Warehousing,Warehouse Worker,Associate,Full-time,28607.47,Seattle,47.6062,-122.3321,STR039,EMP003891,Tiffany Johnston,Manager,True,2252,,Millennial
EMP003960,Michael Taylor,24,Master's,2018-07-24,,Logistics/Warehousing,Stock Clerk,Entry,Part-time,13436.35,San Diego,32.7157,-117.1611,STR087,EMP003892,Phillip Ward,Manager,True,2352,,Gen Z
EMP003961,Brendan Kelly,38,Master's,2019-11-19,,Logistics/Warehousing,Warehouse Worker,Associate,Full-time,34887.4,Boston,42.3601,-71.0589,STR051,EMP004184,Mr. Don Flores,Manager,True,1869,,Millennial
EMP003962,Sherry Porter,34,Bachelor's,2021-04-21,,Logistics/Warehousing,Stock Clerk,Entry,Full-time,25928.95,Charlotte,35.2271,-80.8431,STR045,EMP003940,Victoria Marshall,Executive,True,1350,,Millennial
EMP003963,James Perez,27,Bachelor's,2019-01-23,2024-01-15,Logistics/Warehousing,Senior Warehouse Worker,Senior_Associate,Full-time,35429.79,San Antonio,29.4241,-98.4936,STR021,EMP003098,Jenna Garcia,Senior Manager,False,1818,2024-01,Millennial
EMP003964,Miss Gina Walton,22,High School,2020-03-04,,Logistics/Warehousing,Stock Clerk,Entry,Full-time,27832.52,Phoenix,33.4484,-112.074,STR083,EMP003215,Susan May,Senior Manager,True,1763,,Gen Z
EMP003965,Alicia Obrien,35,Bachelor's,2020-02-20,,Logistics/Warehousing,Warehouse Worker,Associate,Seasonal,11254.25,San Jose,37.3382,-121.8863,STR011,EMP003552,Elizabeth Miller,Senior Manager,True,1776,,Millennial
EMP003966,Mrs. Jacqueline Jackson,28,High School,2018-08-16,,Logistics/Warehousing,Warehouse Worker,Associate,Part-time,22469.08,Phoenix,33.4484,-112.074,STR083,EMP003994,Patricia Hale,Senior Manager,True,2329,,Millennial
EMP003967,Kendra Smith,22,PhD,2020-07-27,,Logistics/Warehousing,Warehouse Worker,Associate,Full-time,31677.19,Denver,39.7392,-104.9903,STR119,EMP003586,Stephen Parks,Manager,True,1618,,Gen Z
EMP003968,Alexander Stein,39,High School,2021-01-23,2022-06-20,Logistics/Warehousing,Stock Clerk,Entry,Full-time,22402.58,Chicago,41.8781,-87.6298,STR082,EMP003693,Shelia Waller,Manager,False,513,2022-06,Millennial
EMP003969,Shannon Sosa,30,Bachelor's,2021-11-20,,Logistics/Warehousing,Warehouse Worker,Associate,Full-time,35060.23,Louisville,38.2527,-85.7585,STR090,EMP003781,Devin Mayer,Manager,True,1137,,Millennial
EMP003970,Marc White,26,Some College,2020-07-27,,Logistics/Warehousing,Stock Clerk,Entry,Full-time,25976.84,Columbus,39.9612,-82.9988,STR015,EMP003856,Tiffany Phillips,Manager,True,1618,,Millennial
EMP003971,Gregory Wiggins,32,High School,2013-07-07,,Logistics/Warehousing,Warehouse Worker,Associate,Full-time,39685.6,Detroit,42.3314,-83.0458,STR124,EMP003891,Tiffany Johnston,Manager,True,4195,,Millennial
EMP003972,Linda Berry,48,Master's,2016-01-13,,Logistics/Warehousing,Stock Clerk,Entry,Full-time,27441.99,New York,40.7128,-74.006,STR141,EMP003892,Phillip Ward,Manager,True,3275,,Gen X
EMP003973,Michelle Hobbs,36,Some College,2021-10-25,,Logistics/Warehousing,Stock Clerk,Entry,Full-time,24752.39,Louisville,38.2527,-85.7585,STR134,EMP004184,Mr. Don Flores,Manager,True,1163,,Millennial
EMP003974,Charles Fuentes,34,High School,2021-04-20,,Logistics/Warehousing,Stock Clerk,Entry,Full-time,29094.39,Dallas,32.7767,-96.797,STR093,EMP003940,Victoria Marshall,Executive,True,1351,,Millennial
EMP003975,Andrew Medina,21,Bachelor's,2021-07-26,,Logistics/Warehousing,Stock Clerk,Entry,Full-time,24714.92,Columbus,39.9612,-82.9988,STR145,EMP003098,Jenna Garcia,Senior Manager,True,1254,,Gen Z
EMP003976,Teresa Aguirre,39,High School,2014-03-01,,Logistics/Warehousing,Senior Warehouse Worker,Senior_Associate,Full-time,48563.65,Austin,30.2672,-97.7431,STR050,EMP003215,Susan May,Senior Manager,True,3958,,Millennial
EMP003977,Eddie Bailey,39,Some College,2015-01-17,,Logistics/Warehousing,Stock Clerk,Entry,Part-time,15448.33,Nashville,36.1627,-86.7816,STR049,EMP003552,Elizabeth Miller,Senior Manager,True,3636,,Millennial
EMP003978,Joseph Mccullough,40,High School,2019-08-03,,Logistics/Warehousing,Stock Clerk,Entry,Full-time,27498.69,Denver,39.7392,-104.9903,STR001,EMP003994,Patricia Hale,Senior Manager,True,1977,,Millennial
EMP003979,Mr. Zachary Mora DVM,32,Some College,2021-07-17,,Logistics/Warehousing,Warehouse Worker,Associate,Full-time,28606.88,Fort Worth,32.7555,-97.3308,STR127,EMP003554,Michael Singleton,Manager,True,1263,,Millennial
EMP003980,Kimberly Price,26,High School,2021-03-11,2022-01-12,Logistics/Warehousing,Stock Clerk,Entry,Full-time,26261.21,Boston,42.3601,-71.0589,STR079,EMP003892,Phillip Ward,Manager,False,307,2022-01,Millennial
EMP003981,Bruce Spencer,27,Some College,2015-06-26,,Logistics/Warehousing,Stock Clerk,Entry,Full-time,30323.64,Charlotte,35.2271,-80.8431,STR031,EMP003586,Stephen Parks,Manager,True,3476,,Millennial
EMP003982,Jacob Allen,27,High School,2019-11-28,,Logistics/Warehousing,Warehouse Worker,Associate,Seasonal,15067.11,New York,40.7128,-74.006,STR048,EMP003693,Shelia Waller,Manager,True,1860,,Millennial
EMP003983,Chelsea Powell,28,Bachelor's,2018-12-04,2020-01-02,Logistics/Warehousing,Warehouse Worker,Associate,Part-time,18415.09,Houston,29.7604,-95.3698,STR116,EMP003781,Devin Mayer,Manager,False,394,2020-01,Millennial
EMP003984,Thomas Morse,27,Some College,2021-04-08,,Logistics/Warehousing,Warehouse Worker,Associate,Part-time,18427.77,Boston,42.3601,-71.0589,STR080,EMP003856,Tiffany Phillips,Manager,True,1363,,Millennial
EMP003985,Susan Zimmerman,25,High School,2019-10-30,2023-01-25,Logistics/Warehousing,Warehouse Worker,Associate,Part-time,22684.6,Portland,45.5152,-122.6784,STR099,EMP003891,Tiffany Johnston,Manager,False,1183,2023-01,Gen Z
EMP003986,Annette Meyer,29,Bachelor's,2021-08-07,,Logistics/Warehousing,Warehouse Worker,Associate,Full-time,39164.78,Philadelphia,39.9526,-75.1652,STR022,EMP004184,Mr. Don Flores,Manager,True,1242,,Millennial
EMP003987,Erica Rose,34,Bachelor's,2019-12-13,,Logistics/Warehousing,Stock Clerk,Entry,Part-time,13772.17,San Jose,37.3382,-121.8863,STR024,EMP003552,Elizabeth Miller,Senior Manager,True,1845,,Millennial
EMP003988,Kim Long,44,Some College,2017-11-02,,Logistics/Warehousing,Warehouse Worker,Associate,Full-time,33400.7,San Antonio,29.4241,-98.4936,STR144,EMP003940,Victoria Marshall,Executive,True,2616,,Gen X
EMP003989,Christina Flores,29,High School,2019-07-06,,Logistics/Warehousing,Stock Clerk,Entry,Full-time,25374.54,Jacksonville,30.3322,-81.6557,STR148,EMP003098,Jenna Garcia,Senior Manager,True,2005,,Millennial
EMP003990,Craig Raymond,35,High School,2020-04-05,,Logistics/Warehousing,Warehouse Worker,Associate,Full-time,38448.26,San Jose,37.3382,-121.8863,STR017,EMP003215,Susan May,Senior Manager,True,1731,,Millennial
EMP003991,Jeffrey Miller,42,Some College,2012-01-04,,Logistics/Warehousing,Stock Clerk,Entry,Part-time,13701.15,San Diego,32.7157,-117.1611,STR140,EMP003994,Patricia Hale,Senior Manager,True,4745,,Gen X
EMP003992,Brian Hoffman,36,Some College,2019-04-08,,Logistics/Warehousing,Stock Clerk,Entry,Full-time,24111.26,Nashville,36.1627,-86.7816,STR009,EMP003554,Michael Singleton,Manager,True,2094,,Millennial
EMP003993,Elizabeth Gay,28,Some College,2021-09-10,2023-06-28,Logistics/Warehousing,Stock Clerk,Entry,Part-time,17714.81,Seattle,47.6062,-122.3321,STR114,EMP003586,Stephen Parks,Manager,False,656,2023-06,Millennial
EMP003994,Patricia Hale,26,Some College,2017-06-20,,Logistics/Warehousing,Supply Chain Director,Senior_Manager,Full-time,82051.75,Charlotte,35.2271,-80.8431,STR102,EMP003940,Victoria Marshall,Executive,True,2751,,Millennial
EMP003995,Amanda Arroyo,34,High School,2014-07-17,2019-09-20,Logistics/Warehousing,Warehouse Worker,Associate,Contractor,37301.47,Columbus,39.9612,-82.9988,STR007,EMP003693,Shelia Waller,Manager,False,1891,2019-09,Millennial
EMP003996,Kevin Mccullough,40,High School,2014-06-10,,Logistics/Warehousing,Warehouse Worker,Associate,Part-time,19983.17,San Jose,37.3382,-121.8863,STR012,EMP003781,Devin Mayer,Manager,True,3857,,Millennial
EMP003997,Margaret Stevenson,29,Master's,2021-04-17,,Logistics/Warehousing,Warehouse Worker,Associate,Part-time,19207.69,Chicago,41.8781,-87.6298,STR023,EMP003856,Tiffany Phillips,Manager,True,1354,,Millennial
EMP003998,Amber Turner,44,Master's,2020-07-14,,Logistics/Warehousing,Stock Clerk,Entry,Part-time,15567.43,Nashville,36.1627,-86.7816,STR101,EMP003891,Tiffany Johnston,Manager,True,1631,,Gen X
EMP003999,Victor Williams,32,High School,2020-12-04,,Logistics/Warehousing,Warehouse Worker,Associate,Part-time,20615.57,Fort Worth,32.7555,-97.3308,STR062,EMP003892,Phillip Ward,Manager,True,1488,,Millennial
EMP004000,Shelly Rodgers,41,Bachelor's,2021-08-03,,Logistics/Warehousing,Stock Clerk,Entry,Full-time,23613.67,Denver,39.7392,-104.9903,STR093,EMP004184,Mr. Don Flores,Manager,True,1246,,Gen X
EMP004001,Cassandra Wood,21,High School,2021-10-25,,Logistics/Warehousing,Stock Clerk,Entry,Full-time,27719.96,San Jose,37.3382,-121.8863,STR043,EMP003940,Victoria Marshall,Executive,True,1163,,Gen Z
EMP004002,Susan Garcia,45,Bachelor's,2021-06-20,2021-11-10,Logistics/Warehousing,Stock Clerk,Entry,Part-time,18032.59,Seattle,47.6062,-122.3321,STR027,EMP003098,Jenna Garcia,Senior Manager,False,143,2021-11,Gen X
EMP004003,Stephanie Joseph,37,Bachelor's,2021-04-08,,Logistics/Warehousing,Warehouse Worker,Associate,Full-time,37121.93,Detroit,42.3314,-83.0458,STR147,EMP003215,Susan May,Senior Manager,True,1363,,Millennial
EMP004004,Dalton Clark,43,Master's,2020-12-15,2023-03-31,Logistics/Warehousing,Warehouse Worker,Associate,Seasonal,11938.72,Seattle,47.6062,-122.3321,STR078,EMP003552,Elizabeth Miller,Senior Manager,False,836,2023-03,Gen X
EMP004005,Alexis Weeks,24,Bachelor's,2018-02-18,2023-04-11,Logistics/Warehousing,Stock Clerk,Entry,Full-time,23492.49,Philadelphia,39.9526,-75.1652,STR121,EMP003994,Patricia Hale,Senior Manager,False,1878,2023-04,Gen Z
EMP004006,Michael Glass,26,Bachelor's,2020-11-10,,Logistics/Warehousing,Warehouse Worker,Associate,Full-time,31218.09,Dallas,32.7767,-96.797,STR090,EMP003554,Michael Singleton,Manager,True,1512,,Millennial
