Employee_id,Full_Name,Age,Age_Group,Education_Level,Department,Job_Role,Job_Level,Employment_Type,Base_Salary_Annual,Manager_Id,Store_Id,Hire_Date,Exit_Date,Is_Active,Tenure_Days
EMP002765,Luis Davis,31,Millennial,High School,Store Operations,Cashier,Entry,Full-time,23342.75,EMP000121,STR070,2020-11-20,2021-06-14,0,206
EMP002766,Jason Torres,34,Millennial,Master's,Store Operations,Cashier,Entry,Full-time,31579.33984375,EMP000240,STR134,2019-08-17,2024-07-16,0,1795
EMP002767,Crystal Rogers,46,Gen X,High School,Store Operations,Senior Sales Associate,Senior_Associate,Full-time,42944.8984375,EMP001305,STR148,2021-11-21,NULL,1,1136
EMP002768,Jordan Schneider,40,Millennial,High School,Store Operations,Sales Associate,Associate,Part-time,18541.630859375,EMP001026,STR112,2020-11-13,2022-11-27,0,744
EMP002769,Derrick Ramirez,42,Gen X,Some College,Store Operations,Senior Sales Associate,Senior_Associate,Full-time,42509.05078125,EMP001224,STR019,2012-01-04,2015-09-08,0,1343
EMP002770,Jason Flores,22,Gen Z,Some College,Store Operations,Cashier,Entry,Full-time,28796.19921875,EMP001447,STR006,2020-02-29,2022-11-29,0,1004
EMP002771,Andrew Williams,44,Gen X,High School,Store Operations,Sales Associate,Associate,Part-time,17348.919921875,EMP001680,STR018,2021-03-18,NULL,1,1384
EMP002772,Christy Kennedy,26,Millennial,Some College,Store Operations,Sales Associate,Associate,Part-time,18777.869140625,EMP002163,STR099,2019-08-19,NULL,1,1961
EMP002773,Ashlee Lopez,31,Millennial,Master's,Store Operations,Sales Associate,Associate,Seasonal,15073.4296875,EMP002493,STR030,2019-12-25,2020-12-22,0,363
EMP002774,Heidi Torres,28,Millennial,Master's,Store Operations,Cashier,Entry,Part-time,15957.990234375,EMP002827,STR042,2021-12-06,NULL,1,1121
EMP002775,Adam Arnold,37,Millennial,PhD,Store Operations,Cashier,Entry,Full-time,27465.76953125,EMP001131,STR115,2021-02-15,2023-08-24,0,920
EMP002776,Erin Figueroa,42,Gen X,Bachelor's,Store Operations,Cashier,Entry,Full-time,26328.16015625,EMP002684,STR068,2018-06-16,NULL,1,2390
EMP002777,Richard Rice,40,Millennial,Master's,Store Operations,Sales Associate,Associate,Full-time,28526.80078125,EMP002456,STR053,2020-08-16,NULL,1,1598
EMP002778,Matthew Clark,35,Millennial,Some College,Store Operations,Cashier,Entry,Part-time,14194.5,EMP000529,STR079,2013-10-03,NULL,1,4107
EMP002779,Stephen Anderson,52,Gen X,Bachelor's,Store Operations,Cashier,Entry,Full-time,26455.419921875,EMP002436,STR051,2014-09-06,NULL,1,3769
EMP002780,Barbara Willis,35,Millennial,Bachelor's,Store Operations,Cashier,Entry,Full-time,24091.849609375,EMP002585,STR059,2020-07-27,NULL,1,1618
EMP002781,Martha Lee,27,Millennial,Bachelor's,Store Operations,Sales Associate,Associate,Full-time,28599.75,EMP002712,STR145,2020-03-25,NULL,1,1742
EMP002782,Tammy Jones,32,Millennial,Bachelor's,Store Operations,Senior Sales Associate,Senior_Associate,Part-time,28592.849609375,EMP000121,STR021,2021-10-19,NULL,1,1169
EMP002783,Grace Swanson,34,Millennial,Master's,Store Operations,Cashier,Entry,Part-time,19087.16015625,EMP000529,STR133,2016-10-14,2023-08-25,0,2506
EMP002784,Christina Le MD,38,Millennial,Bachelor's,Store Operations,Sales Associate,Associate,Full-time,37517.7109375,EMP000240,STR005,2017-11-18,NULL,1,2600
EMP002785,Joshua King,24,Gen Z,Bachelor's,Store Operations,Cashier,Entry,Full-time,30537.849609375,EMP000520,STR026,2018-02-28,NULL,1,2498
EMP002786,Sarah Meadows,29,Millennial,Bachelor's,Store Operations,Sales Associate,Associate,Full-time,30903.73046875,EMP000767,STR019,2021-03-18,NULL,1,1384
EMP002787,Stephanie West,21,Gen Z,High School,Store Operations,Sales Associate,Associate,Full-time,39527.51953125,EMP001026,STR147,2021-11-13,NULL,1,1144
EMP002788,Susan Jones,45,Gen X,Bachelor's,Store Operations,Cashier,Entry,Part-time,14381.5498046875,EMP001224,STR138,2020-02-08,2023-04-17,0,1164
EMP002789,Timothy Gordon,23,Gen Z,Some College,Store Operations,Sales Associate,Associate,Full-time,39417.16015625,EMP001447,STR128,2019-10-30,NULL,1,1889
EMP002790,Kyle Horton,30,Millennial,High School,Store Operations,Cashier,Entry,Full-time,31948.189453125,EMP001680,STR105,2021-05-03,NULL,1,1338
EMP002791,Angel Knight,42,Gen X,Bachelor's,Store Operations,Sales Associate,Associate,Full-time,36540.671875,EMP002163,STR002,2012-01-04,2020-10-09,0,3201
EMP002792,Melissa Yang,22,Gen Z,Master's,Store Operations,Cashier,Entry,Full-time,31811.439453125,EMP002493,STR033,2020-07-11,NULL,1,1634
EMP002793,Michael Berg,26,Millennial,High School,Store Operations,Shift Supervisor,Supervisor,Full-time,52251.71875,EMP002827,STR026,2019-10-09,NULL,1,1910
EMP002794,Carol Christensen,32,Millennial,Bachelor's,Store Operations,Cashier,Entry,Full-time,24595.419921875,EMP001131,STR033,2016-07-13,2024-12-17,0,3079
EMP002795,Richard Morales,38,Millennial,Master's,Store Operations,Cashier,Entry,Full-time,26369.9609375,EMP001680,STR045,2020-06-18,2023-01-08,0,934
EMP002796,Clinton Moore,28,Millennial,Master's,Store Operations,Sales Associate,Associate,Full-time,35122.73046875,EMP001224,STR044,2021-02-15,NULL,1,1415
EMP002797,Michael Suarez,42,Gen X,High School,Store Operations,Cashier,Entry,Contractor,25003.900390625,EMP002456,STR143,2021-07-27,NULL,1,1253
EMP002798,Joy Zimmerman,24,Gen Z,High School,Store Operations,Cashier,Entry,Part-time,16934.060546875,EMP001305,STR103,2021-12-24,NULL,1,1103
EMP002799,Elizabeth Robinson,30,Millennial,High School,Store Operations,Cashier,Entry,Full-time,31811.779296875,EMP001823,STR014,2021-03-30,NULL,1,1372
EMP002800,Kristen Jackson,31,Millennial,Bachelor's,Store Operations,Cashier,Entry,Full-time,23901.080078125,EMP002436,STR002,2021-12-27,NULL,1,1100
EMP002801,David Williams,47,Gen X,Some College,Store Operations,Senior Sales Associate,Senior_Associate,Full-time,46888.9296875,EMP002585,STR059,2021-03-09,NULL,1,1393
EMP002802,Stephen Ho,25,Gen Z,Bachelor's,Store Operations,Cashier,Entry,Full-time,31078.990234375,EMP002684,STR026,2020-06-09,NULL,1,1666
EMP002803,Richard Day,39,Millennial,High School,Store Operations,Cashier,Entry,Full-time,31437.01953125,EMP002712,STR102,2012-01-04,NULL,1,4745
EMP002804,Rodney Nichols,48,Gen X,Bachelor's,Store Operations,Sales Associate,Associate,Full-time,39521.62890625,EMP001305,STR148,2020-04-24,NULL,1,1712
EMP002805,Gregory Jacobs,23,Gen Z,Some College,Store Operations,Sales Associate,Associate,Full-time,34257.51953125,EMP002456,STR096,2019-03-24,NULL,1,2109
EMP002806,Bradley Thornton,47,Gen X,Bachelor's,Store Operations,Sales Associate,Associate,Full-time,39727.69140625,EMP000053,STR018,2021-10-16,NULL,1,1172
EMP002807,Miranda Ortiz,47,Gen X,High School,Store Operations,Cashier,Entry,Full-time,29573.099609375,EMP000767,STR122,2019-11-21,NULL,1,1867
EMP002808,Erika Brown,35,Millennial,Bachelor's,Store Operations,Cashier,Entry,Full-time,23616.7109375,EMP000121,STR033,2021-10-05,NULL,1,1183
EMP002809,Samantha Robinson,28,Millennial,Master's,Store Operations,Cashier,Entry,Full-time,26769,EMP000240,STR079,2021-09-23,NULL,1,1195
EMP002810,Cassandra Bonilla,45,Gen X,Master's,Store Operations,Cashier,Entry,Part-time,17509.990234375,EMP000520,STR129,2015-06-20,NULL,1,3482
EMP002811,Veronica Osborne,32,Millennial,Bachelor's,Store Operations,Cashier,Entry,Full-time,24473.400390625,EMP001026,STR064,2018-09-07,NULL,1,2307
EMP002812,Ashley Reese,36,Millennial,Bachelor's,Store Operations,Sales Associate,Associate,Part-time,21412.4296875,EMP001447,STR034,2018-02-12,NULL,1,2514
EMP002813,Matthew Berg,39,Millennial,High School,Store Operations,Cashier,Entry,Full-time,28666,EMP002163,STR015,2015-12-17,NULL,1,3302
EMP002814,Kristen Montoya,21,Gen Z,Some College,Store Operations,Cashier,Entry,Part-time,14176.2001953125,EMP002493,STR015,2021-10-09,2024-02-03,0,847
EMP002815,Derrick Perkins,23,Gen Z,Some College,Store Operations,Cashier,Entry,Full-time,27650.849609375,EMP002827,STR112,2019-06-28,NULL,1,2013
EMP002816,Nicole Moore,31,Millennial,Some College,Store Operations,Sales Associate,Associate,Full-time,37259.51953125,EMP001131,STR006,2021-12-19,NULL,1,1108
EMP002817,Nicholas Richardson,28,Millennial,High School,Store Operations,Sales Associate,Associate,Full-time,33986.75,EMP000529,STR109,2014-08-31,NULL,1,3775
EMP002818,Anna White,24,Gen Z,High School,Store Operations,Cashier,Entry,Full-time,22121.029296875,EMP001823,STR037,2019-11-27,NULL,1,1861
EMP002819,Scott Lopez,32,Millennial,High School,Store Operations,Sales Associate,Associate,Full-time,28108.4609375,EMP002436,STR103,2019-04-26,NULL,1,2076
EMP002820,Nicholas Holland Jr.,25,Gen Z,High School,Store Operations,Cashier,Entry,Full-time,25570.2890625,EMP002585,STR124,2020-02-16,2024-08-21,0,1648
EMP002821,Christopher Long,37,Millennial,Some College,Store Operations,Cashier,Entry,Seasonal,12504.7802734375,EMP001131,STR066,2021-02-16,NULL,1,1414
EMP002822,Andrea Jones,34,Millennial,Some College,Store Operations,Cashier,Entry,Full-time,24286.76953125,EMP002684,STR063,2020-08-19,2021-03-28,0,221
EMP002823,Terry Waller,35,Millennial,Bachelor's,Store Operations,Sales Associate,Associate,Full-time,35612.359375,EMP002712,STR147,2020-05-26,NULL,1,1680
EMP002824,Joseph Acosta,22,Gen Z,High School,Store Operations,Cashier,Entry,Full-time,24220.759765625,EMP000053,STR100,2020-08-23,NULL,1,1591
EMP002825,Lindsey Gray,47,Gen X,Bachelor's,Store Operations,Cashier,Entry,Part-time,15130.01953125,EMP001305,STR148,2017-02-10,NULL,1,2881
EMP002826,Ronald Hines,40,Millennial,High School,Store Operations,Sales Associate,Associate,Full-time,38176.51171875,EMP000121,STR004,2017-08-18,NULL,1,2692
EMP002827,Amanda Wright,41,Gen X,Bachelor's,Store Operations,Store Manager,Manager,Full-time,76865.84375,EMP001823,STR123,2019-02-05,NULL,1,2156
EMP002828,Charles Burton,34,Millennial,High School,Store Operations,Cashier,Entry,Full-time,22953.990234375,EMP000240,STR063,2021-07-19,NULL,1,1261
EMP002829,Vincent Rosario,43,Gen X,Some College,Store Operations,Sales Associate,Associate,Full-time,33144.421875,EMP001026,STR007,2016-12-28,2022-06-17,0,1997
EMP002830,Noah Morgan,48,Gen X,Bachelor's,Store Operations,Sales Associate,Associate,Part-time,17010.01953125,EMP000520,STR022,2021-06-18,NULL,1,1292
EMP002831,Christina Castillo,34,Millennial,Master's,Store Operations,Sales Associate,Associate,Full-time,33770.6796875,EMP000767,STR039,2021-01-05,NULL,1,1456
EMP002832,Jill Martin,21,Gen Z,Some College,Store Operations,Cashier,Entry,Full-time,28624.33984375,EMP002163,STR146,2021-08-14,NULL,1,1235
EMP002833,Christopher Brown,22,Gen Z,Bachelor's,Store Operations,Cashier,Entry,Full-time,23185.029296875,EMP001224,STR053,2020-12-30,NULL,1,1462
EMP002834,Lori Martinez,39,Millennial,Master's,Store Operations,Cashier,Entry,Part-time,14933.3095703125,EMP001447,STR113,2018-01-21,2020-10-13,0,996
EMP002835,Ashley Phillips,33,Millennial,High School,Store Operations,Sales Associate,Associate,Part-time,19664.419921875,EMP001680,STR141,2013-09-04,NULL,1,4136
EMP002836,Sara Thomas,35,Millennial,PhD,Store Operations,Cashier,Entry,Full-time,31195.310546875,EMP002827,STR123,2021-07-02,NULL,1,1278
EMP002837,Allison Simmons,45,Gen X,Bachelor's,Store Operations,Sales Associate,Associate,Full-time,39919.05859375,EMP002493,STR092,2021-08-06,NULL,1,1243
EMP002838,Matthew Perez,40,Millennial,Bachelor's,Store Operations,Sales Associate,Associate,Part-time,17123.359375,EMP001823,STR083,2018-07-09,NULL,1,2367
EMP002839,Janice Henson,35,Millennial,High School,Store Operations,Sales Associate,Associate,Full-time,37132.1015625,EMP002456,STR137,2021-10-25,NULL,1,1163
EMP002840,Ashley Jackson,37,Millennial,Bachelor's,Store Operations,Cashier,Entry,Full-time,25717.240234375,EMP000529,STR095,2016-08-25,NULL,1,3050
EMP002841,Brian Sosa,29,Millennial,Master's,Store Operations,Cashier,Entry,Part-time,15554.75,EMP002436,STR118,2021-05-26,2024-01-08,0,957
EMP002842,Luis Wilson,35,Millennial,Master's,Store Operations,Cashier,Entry,Full-time,29542.650390625,EMP002585,STR131,2021-07-26,NULL,1,1254
EMP002843,Tamara Huang,24,Gen Z,Bachelor's,Store Operations,Cashier,Entry,Part-time,18710.560546875,EMP002684,STR101,2018-11-11,NULL,1,2242
EMP002844,Cassandra Moreno,37,Millennial,High School,Store Operations,Cashier,Entry,Full-time,31509.2890625,EMP002712,STR037,2020-08-10,2024-10-27,0,1539
EMP002845,Meghan Hernandez,36,Millennial,High School,Store Operations,Cashier,Entry,Full-time,27771.23046875,EMP000053,STR058,2019-03-05,NULL,1,2128
EMP002846,Elizabeth Roth,25,Gen Z,Master's,Store Operations,Cashier,Entry,Full-time,25571.2109375,EMP000121,STR004,2020-06-13,NULL,1,1662
EMP002847,Brian Hendricks,30,Millennial,High School,Store Operations,Cashier,Entry,Seasonal,11950.2001953125,EMP000121,STR119,2021-09-11,2023-03-06,0,541
EMP002848,Tasha Cochran,22,Gen Z,Some College,Store Operations,Cashier,Entry,Full-time,24510.009765625,EMP000240,STR136,2020-12-14,NULL,1,1478
EMP002849,Angela Smith,36,Millennial,Some College,Store Operations,Sales Associate,Associate,Full-time,34768.890625,EMP000520,STR080,2021-03-03,NULL,1,1399
EMP002850,Brittany Rios,22,Gen Z,Bachelor's,Store Operations,Cashier,Entry,Seasonal,10234.3095703125,EMP000767,STR024,2022-01-01,2023-02-25,0,420
EMP002851,James Griffith,23,Gen Z,High School,Store Operations,Cashier,Entry,Full-time,28566.310546875,EMP001026,STR111,2019-09-14,2024-04-03,0,1663
EMP002852,Karen Jones,43,Gen X,Some College,Store Operations,Cashier,Entry,Full-time,24403.990234375,EMP001224,STR020,2021-11-09,2024-09-09,0,1035
EMP002853,Tina Ramirez,42,Gen X,High School,Store Operations,Sales Associate,Associate,Full-time,30299.119140625,EMP001447,STR084,2019-05-25,NULL,1,2047
EMP002854,Zachary White,34,Millennial,Some College,Store Operations,Cashier,Entry,Part-time,18709.4296875,EMP001680,STR082,2021-08-13,NULL,1,1236
EMP002855,Francisco Coleman,39,Millennial,High School,Store Operations,Sales Associate,Associate,Full-time,29221.640625,EMP002163,STR110,2017-04-22,NULL,1,2810
EMP002856,Jennifer Leon,41,Gen X,High School,Store Operations,Sales Associate,Associate,Full-time,34071.48828125,EMP002493,STR078,2012-01-04,NULL,1,4745
EMP002857,Robert Valdez,29,Millennial,Some College,Store Operations,Sales Associate,Associate,Full-time,30650.23046875,EMP002827,STR028,2021-02-09,NULL,1,1421
EMP002858,Jason Crawford,21,Gen Z,High School,Store Operations,Sales Associate,Associate,Full-time,28467.16015625,EMP001131,STR010,2021-12-05,NULL,1,1122
EMP002859,Kim Underwood,29,Millennial,Bachelor's,Store Operations,Sales Associate,Associate,Part-time,17059.33984375,EMP002456,STR026,2021-08-31,2024-02-20,0,903
EMP002860,Kevin Fisher,32,Millennial,Bachelor's,Store Operations,Sales Associate,Associate,Seasonal,12041.0595703125,EMP000529,STR040,2021-08-06,2022-08-17,0,376
EMP002861,Melissa Goodman,29,Millennial,Master's,Store Operations,Cashier,Entry,Full-time,30667.69921875,EMP001305,STR101,2020-06-09,NULL,1,1666
EMP002862,Cynthia Smith,42,Gen X,High School,Store Operations,Cashier,Entry,Part-time,14894.8701171875,EMP001823,STR083,2021-05-19,NULL,1,1322
EMP002863,Alicia Grant DVM,33,Millennial,Bachelor's,Store Operations,Cashier,Entry,Full-time,31504.58984375,EMP002436,STR048,2020-02-28,NULL,1,1768
EMP002864,Amy Bailey,27,Millennial,Master's,Store Operations,Sales Associate,Associate,Full-time,34979.46875,EMP002585,STR139,2019-10-05,NULL,1,1914
EMP002865,Sharon Fuentes,27,Millennial,Bachelor's,Store Operations,Senior Sales Associate,Senior_Associate,Part-time,24929.529296875,EMP002684,STR079,2021-07-18,2023-06-26,0,708
EMP002866,Charles Castaneda,21,Gen Z,PhD,Store Operations,Senior Sales Associate,Senior_Associate,Full-time,43701.328125,EMP001131,STR066,2021-01-24,NULL,1,1437
EMP002867,Susan Sanchez,31,Millennial,Some College,Store Operations,Cashier,Entry,Full-time,27166.98046875,EMP002712,STR061,2020-01-31,NULL,1,1796
EMP002868,Amy Taylor,36,Millennial,High School,Store Operations,Cashier,Entry,Part-time,17752.66015625,EMP000053,STR067,2020-03-24,NULL,1,1743
EMP002869,Michele Bennett,32,Millennial,Bachelor's,Store Operations,Sales Associate,Associate,Full-time,31389.94921875,EMP000240,STR077,2021-07-26,NULL,1,1254
EMP002870,Vincent Watson,26,Millennial,Master's,Store Operations,Sales Associate,Associate,Full-time,32236.599609375,EMP000520,STR041,2018-01-02,NULL,1,2555
EMP002871,Mary Jones,25,Gen Z,Bachelor's,Store Operations,Cashier,Entry,Full-time,30940.939453125,EMP000767,STR024,2017-12-11,NULL,1,2577
EMP002872,Sheila Johnson,36,Millennial,Some College,Store Operations,Cashier,Entry,Part-time,18878.740234375,EMP001026,STR014,2021-10-27,NULL,1,1161
EMP002873,Bob Jones,44,Gen X,Master's,Store Operations,Cashier,Entry,Full-time,30925.580078125,EMP001224,STR036,2019-12-07,NULL,1,1851
EMP002874,Robin Hernandez,24,Gen Z,Bachelor's,Store Operations,Cashier,Entry,Full-time,26194.48046875,EMP001447,STR095,2018-09-21,2023-06-02,0,1715
EMP002875,Patrick Adkins,26,Millennial,Some College,Store Operations,Sales Associate,Associate,Full-time,37364.390625,EMP001680,STR107,2017-07-23,2018-03-05,0,225
EMP002876,Elizabeth Jenkins,37,Millennial,High School,Store Operations,Senior Sales Associate,Senior_Associate,Full-time,42145.0390625,EMP002163,STR079,2016-03-05,NULL,1,3223
EMP002877,Richard Dominguez,40,Millennial,Bachelor's,Store Operations,Sales Associate,Associate,Part-time,20382.2890625,EMP002493,STR013,2017-10-09,NULL,1,2640
EMP002878,Christopher Ibarra,33,Millennial,High School,Store Operations,Sales Associate,Associate,Full-time,30456.16015625,EMP002827,STR001,2021-01-13,NULL,1,1448
EMP002879,Paul Gordon,23,Gen Z,Bachelor's,Store Operations,Cashier,Entry,Full-time,27911.30078125,EMP002456,STR057,2020-12-26,NULL,1,1466
EMP002880,Ronnie Frazier,37,Millennial,High School,Store Operations,Cashier,Entry,Part-time,14316.8203125,EMP000529,STR145,2020-06-05,NULL,1,1670
EMP002881,Kristen Gallegos,36,Millennial,High School,Store Operations,Cashier,Entry,Full-time,25315.650390625,EMP002436,STR121,2021-09-23,NULL,1,1195
EMP002882,Kathryn Fletcher,27,Millennial,Bachelor's,Store Operations,Sales Associate,Associate,Full-time,38260.359375,EMP002163,STR146,2016-11-09,2018-12-18,0,769
EMP002883,Christopher Dudley,27,Millennial,Bachelor's,Store Operations,Sales Associate,Associate,Full-time,30484.91015625,EMP001305,STR024,2021-03-22,2024-12-07,0,1356
EMP002884,Vanessa Martinez,29,Millennial,Bachelor's,Store Operations,Cashier,Entry,Full-time,22711.580078125,EMP001823,STR041,2021-12-04,NULL,1,1123
EMP002885,Manuel Robinson,30,Millennial,Bachelor's,Store Operations,Sales Associate,Associate,Part-time,17296.849609375,EMP000529,STR133,2017-09-04,NULL,1,2675
EMP002886,Paul Hansen,33,Millennial,High School,Store Operations,Cashier,Entry,Full-time,31407.849609375,EMP002585,STR140,2019-12-01,NULL,1,1857
EMP002887,Rose Mcdonald,27,Millennial,High School,Store Operations,Senior Sales Associate,Senior_Associate,Contractor,46864.19140625,EMP002684,STR026,2019-11-03,NULL,1,1885
EMP002888,Martin Wilcox,35,Millennial,High School,Store Operations,Cashier,Entry,Full-time,26094.119140625,EMP001224,STR044,2021-06-30,2021-11-02,0,125
EMP002889,Robert Lucas,21,Gen Z,Bachelor's,Store Operations,Cashier,Entry,Full-time,30108.7890625,EMP002712,STR057,2021-09-27,NULL,1,1191
EMP002890,Brian Miller,23,Gen Z,Some College,Store Operations,Senior Sales Associate,Senior_Associate,Full-time,47537.390625,EMP000053,STR107,2020-12-20,NULL,1,1472
EMP002891,Sarah Johnson,24,Gen Z,Bachelor's,Store Operations,Sales Associate,Associate,Full-time,31986.2890625,EMP001131,STR066,2021-11-23,NULL,1,1134
EMP002892,Joshua Jones,37,Millennial,Bachelor's,Store Operations,Sales Associate,Associate,Full-time,36323.421875,EMP000121,STR118,2020-01-17,2022-08-06,0,932
EMP002893,Nicole Parker,34,Millennial,High School,Store Operations,Cashier,Entry,Part-time,17826.740234375,EMP000240,STR131,2016-11-01,NULL,1,2982
EMP002894,Margaret Johnson,36,Millennial,Some College,Store Operations,Cashier,Entry,Full-time,28546.509765625,EMP002456,STR096,2019-01-31,NULL,1,2161
EMP002895,William Cunningham,35,Millennial,Bachelor's,Store Operations,Cashier,Entry,Full-time,23515.94921875,EMP000520,STR048,2017-03-01,NULL,1,2862
EMP002896,Rachel Williams,25,Gen Z,High School,Store Operations,Cashier,Entry,Part-time,18455.30078125,EMP000767,STR115,2020-06-16,NULL,1,1659
EMP002897,Tony Smith,41,Gen X,PhD,Store Operations,Senior Sales Associate,Senior_Associate,Full-time,43086.421875,EMP001026,STR112,2018-05-25,NULL,1,2412
EMP002898,Douglas Sanders,36,Millennial,Master's,Store Operations,Sales Associate,Associate,Full-time,31389.669921875,EMP001447,STR052,2020-09-10,NULL,1,1573
EMP002899,Paul Swanson,34,Millennial,High School,Store Operations,Cashier,Entry,Full-time,26252.279296875,EMP001680,STR022,2015-03-12,NULL,1,3582
EMP002900,Michele Davis,31,Millennial,Bachelor's,Store Operations,Sales Associate,Associate,Full-time,28450.849609375,EMP002493,STR141,2020-04-06,NULL,1,1730
EMP002901,Patrick Garcia,40,Millennial,Bachelor's,Store Operations,Cashier,Entry,Full-time,23278.669921875,EMP002827,STR137,2020-06-28,NULL,1,1647
EMP002902,Brittany Matthews,32,Millennial,High School,Store Operations,Shift Supervisor,Supervisor,Part-time,33467.8984375,EMP001305,STR069,2020-07-02,NULL,1,1643
EMP002903,Kevin Christian,24,Gen Z,High School,Store Operations,Cashier,Entry,Full-time,22000.119140625,EMP001823,STR074,2018-07-26,NULL,1,2350
EMP002904,Christian Ford,44,Gen X,Master's,Store Operations,Cashier,Entry,Full-time,26165.66015625,EMP001224,STR044,2016-06-19,NULL,1,3117
EMP002905,Anna Higgins,38,Millennial,Master's,Store Operations,Cashier,Entry,Full-time,27225.099609375,EMP002436,STR005,2015-09-15,NULL,1,3395
EMP002906,Rhonda Pena,43,Gen X,Bachelor's,Store Operations,Sales Associate,Associate,Full-time,28655.609375,EMP002585,STR128,2019-06-19,NULL,1,2022
EMP002907,Candace Stuart,31,Millennial,Some College,Store Operations,Sales Associate,Associate,Part-time,23806.16015625,EMP002684,STR102,2012-01-04,NULL,1,4745
EMP002908,Monica Curtis,32,Millennial,Bachelor's,Store Operations,Shift Supervisor,Supervisor,Part-time,27642.150390625,EMP002712,STR090,2021-08-28,NULL,1,1221
EMP002909,Gloria Floyd,37,Millennial,Some College,Store Operations,Cashier,Entry,Full-time,25041.990234375,EMP000053,STR145,2020-12-20,NULL,1,1472
EMP002910,Isaac Chase,52,Gen X,Some College,Store Operations,Cashier,Entry,Full-time,25039.4296875,EMP000121,STR134,2020-02-08,NULL,1,1788
EMP002911,Steven Schroeder,35,Millennial,Bachelor's,Store Operations,Cashier,Entry,Part-time,14582.5,EMP000240,STR125,2020-04-15,NULL,1,1721
EMP002912,Daniel Bishop,38,Millennial,Bachelor's,Store Operations,Sales Associate,Associate,Contractor,30819.44921875,EMP000520,STR088,2020-11-11,NULL,1,1511
EMP002913,Christian Burton,22,Gen Z,High School,Store Operations,Cashier,Entry,Full-time,29293.44921875,EMP000767,STR134,2020-05-06,NULL,1,1700
EMP002914,Robert Thomas PhD,48,Gen X,Bachelor's,Store Operations,Cashier,Entry,Full-time,31668.44921875,EMP001823,STR083,2016-09-11,NULL,1,3033
EMP002915,Tracy Harrington,28,Millennial,Bachelor's,Store Operations,Cashier,Entry,Full-time,24242.9296875,EMP001026,STR037,2021-10-06,NULL,1,1182
EMP002916,Brandon Edwards,32,Millennial,High School,Store Operations,Cashier,Entry,Full-time,28630.470703125,EMP001447,STR056,2018-07-24,NULL,1,2352
EMP002917,Candice Ramirez,33,Millennial,High School,Store Operations,Cashier,Entry,Full-time,29418.9609375,EMP001680,STR127,2021-10-21,NULL,1,1167
EMP002918,Brandon White,35,Millennial,Bachelor's,Store Operations,Sales Associate,Associate,Full-time,38181.1015625,EMP002163,STR042,2019-05-06,NULL,1,2066
EMP002919,Deanna Kennedy,27,Millennial,High School,Store Operations,Sales Associate,Associate,Part-time,19842.9296875,EMP002493,STR017,2020-02-01,NULL,1,1795
EMP002920,Shawn Santos,31,Millennial,Bachelor's,Store Operations,Cashier,Entry,Part-time,15017.58984375,EMP000520,STR106,2020-12-23,NULL,1,1469
EMP002921,Caleb Carroll,27,Millennial,Master's,Store Operations,Sales Associate,Associate,Full-time,31903.5390625,EMP001305,STR148,2020-06-06,NULL,1,1669
EMP002922,Scott Morales,39,Millennial,Some College,Store Operations,Cashier,Entry,Part-time,17475.73046875,EMP002827,STR080,2021-05-06,NULL,1,1335
EMP002923,Sylvia Anderson,28,Millennial,High School,Store Operations,Cashier,Entry,Full-time,30167.7890625,EMP002456,STR096,2021-11-13,NULL,1,1144
EMP002924,Ryan Crane,31,Millennial,Bachelor's,Store Operations,Senior Sales Associate,Senior_Associate,Full-time,37724.2109375,EMP001131,STR061,2020-06-08,NULL,1,1667
EMP002925,Michael Hunter,34,Millennial,Master's,Store Operations,Cashier,Entry,Full-time,25709.41015625,EMP000529,STR130,2021-09-02,2023-03-12,0,556
EMP002926,Shawn Fleming,30,Millennial,High School,Store Operations,Senior Sales Associate,Senior_Associate,Full-time,48529.1015625,EMP002436,STR002,2020-08-08,NULL,1,1606
EMP002927,Maria Figueroa,28,Millennial,Bachelor's,Store Operations,Cashier,Entry,Full-time,30066.939453125,EMP002585,STR141,2021-10-19,NULL,1,1169
EMP002928,Roberto Smith,33,Millennial,Bachelor's,Store Operations,Sales Associate,Associate,Full-time,39818.30078125,EMP002684,STR145,2021-02-10,NULL,1,1420
EMP002929,Donna Moore,38,Millennial,Bachelor's,Store Operations,Sales Associate,Associate,Full-time,37050.98046875,EMP002712,STR077,2021-09-08,NULL,1,1210
EMP002930,Benjamin Price,27,Millennial,High School,Store Operations,Sales Associate,Associate,Full-time,32718.33984375,EMP000053,STR019,2020-12-24,2024-02-11,0,1144
EMP002931,Brandon Owens,34,Millennial,High School,Store Operations,Sales Associate,Associate,Full-time,35087.6484375,EMP000121,STR063,2016-08-01,NULL,1,3074
EMP002932,Stephanie Marshall,42,Gen X,Master's,Store Operations,Sales Associate,Associate,Full-time,35932.171875,EMP000240,STR020,2020-05-19,NULL,1,1687
EMP002933,Nicholas Lowery,21,Gen Z,Bachelor's,Store Operations,Cashier,Entry,Full-time,22784.560546875,EMP000767,STR091,2021-06-13,NULL,1,1297
EMP002934,Patricia Gonzalez,33,Millennial,Master's,Store Operations,Sales Associate,Associate,Full-time,34533.9609375,EMP001026,STR090,2019-06-09,NULL,1,2032
EMP002935,Evan Davies,23,Gen Z,Master's,Store Operations,Cashier,Entry,Part-time,17455.919921875,EMP002684,STR068,2020-04-14,NULL,1,1722
